card_description_id,card_id,subject_id,card_subject_description
316,64,1,"Nếu bạn đang có những triệu chúng không rõ ràng, hãy nhận thức rằng bác sĩ, đặc biệt nếu họ là bác sĩ tây y, sẽ đề xuất được nhiều phương pháp xét nghiệm tốt hơn. Hãy trang bị cho mình đủ kiến thức trước khi bước vào phòng bác sĩ. Hãy hợp tác tốt với các liệu trình điều trị của bác sĩ hay người trị liệu dành cho bạn."
317,64,2,"Khi đề cập đến tài chính, King of Swords cho biết rằng bạn cần hiểu rõ và đối mặt với thực tế về hoàn cảnh tài chính của mình. Việc giấu diếm sẽ không giải quyết được gì. Lá bài cũng hàm ý kêu gọi bạn hào phóng với người khác. Bạn có thể chưa cảm thấy sẵn sàng để hào phóng, nhưng bạn nên làm như vậy. Phần thưởng mà bạn nhận được sẽ nhiều hơn giá trị bạn cho đi."
318,64,3,"Trong mối quan hệ yêu đương, King of Swords có thể hàm ý đến một người đàn ông có chính kiến và mạnh mẽ có thể đóng một vai trò nào đó trong mối quan hệ này. Nếu người đàn ông này là người yêu bạn, nó có nghĩa rằng bạn sẽ phải chấp nhận anh ấy như những gì chính anh ấy có, và cho dù bạn là nam hay nữ, bạn sẽ đối xử tốt nhất với anh ấy bằng cách phát huy phần nữ tính về phía bạn. Tuy nhiên, cũng đừng chịu đựng nếu bạn bị ngược đãi. Người đàn ông này có thể đang chơi vơi giữa bản chất đàn ông và vượt quá các giới hạn của mình. Hãy biết tự bảo vệ mình."
319,64,4,"Một người đàn ông trong môi trường làm việc hiện tại của bạn có thể hành xử hoặc nói chuyện với bạn theo cách bạn cảm thấy khó chịu, nhưng sự thật có thể là do bạn quá nhạy cảm mà thôi. Anh ta chỉ làm việc của anh ta. Nếu bạn đang tìm việc, người sẽ thuê bạn có thể là nam giới, nhưng bạn sẽ phải gây ấn tượng với ông/anh ta theo mọi mức độ để được nhận việc. Hãy biết vạch ra giới hạn cho mình, đừng quá vội vã mà làm mếch lòng người khác."
320,64,5,"Để bạn cảm thấy được kết nối để thiết lập niềm tin tinh thần, chúng phải tạo được ý nghĩa với bạn về khía cạnh tinh thần. Bạn có thể đắm chìm vào việc nhận thức tinh thần và luyện tập bằng cách tích cực tìm kiếm những nguồn thông tin và hiểu biết mới. Hãy thử những điều mới mẻ, thậm chí một giải bài tarot bạn thực hiện cho chính mình cũng đôi khi giúp bạn thông suốt hơn. Việc thực hành suy ngẫm tích cực cũng hữu ích vào lúc này."
321,65,1,"Bạn sẽ sớm đạt được những nét tích cực đầy tươi mới về sức khỏe. Đây là thời điểm tuyệt vời để bắt đầu một chế độ chăm sóc sức khỏe mới. Hãy bắt đầu tại chính nơi của bạn. Nếu lời khuyên nói đến việc tập thể dục trong hai phút, hoặc ăn rau củ trong một bữa ăn trong tuần, thì đó chính xác là điều bạn nên làm. Kết quả của những nỗ lực này sẽ rất đáng kể. Đừng trì hoãn những việc này."
322,65,2,"Sự xuất hiện của lá bài này thường là dấu hiệu của một chuyển biến tốt hơn về mặt tài sản, và đôi khi nó có thể hàm ý những món quà về tiền bạc, hoặc sự thừa kế từ một nguồn mà bạn không hề chờ đợi (nhưng điềunày hiển nhiên không có nghĩa rằng một ai đó phải chết để bạn nhận được sự thừa kế này). Món quà này không hoàn toànxuất hiện dưới hình thức tiền bạc.Bất kỳ món quà nào có giá trị với cả người cho và người nhận thì đều có thể chính là “món quà”mà lá Ace of Wands muốn nói đến."
323,65,3,"Nếu bạn đang “lẻ bóng”, lá bài này có thể hàm ý một khởi đầu của một mối quan hệ yêu đương mới đang tìm đến bạn. Hãy chuẩn bị tinh thần cho chính bạn bằng mọi cách mà bạn cảm thấy ổn để sẵn sàng đón nhận tình yêu. Nếu bạn đã có một mối quan hệ tình cảmnhiều hứa hẹn, thì lá bài Ace of Wands cho bạn biết rằng mối quan hệ này sắp sửa trải qua một “sự khởi đầu mới” và hai bạn sẽ hiểu biết nhiều hơnlẫn nhau. Hãy bộc lộ bản thân mình."
324,65,4,"Nếu bạn đang tìm kiếm một vị trí mới khi lá bài Ace of Wands xuất hiện, vậy thì hãy biết rằng một điều gì đó mới mẻ và rất tích cực sẽ sớm tìm đến bạn. Hãy can đảmđưa ra yêu cầu về điều bạn muốn hoặc cần trong lĩnh vực công việc,sự nghiệp của bạn. Bạn sẽ có thể gặt hái được nhiều thành công hơn những gì bạn kỳ vọng."
325,65,5,"Hãy nhớ rằng tâm trí và cơ thể của bạn có mối liên kết chặt chẽ hơn nhiều so với bạn nghĩ Cơ thể tác động đến tâm hồn và ngược lại. Lá bài này hàm ý một sự ảnh hưởng mới về khía cạnh tinh thần đang đến với cuộc sống bạn. Hãy suy nghĩ về các loại hình vai tròhỗ trợ cho tinh thần của bạn. Nếu bạn chưa có, hãy tìm và áp dụng một loại hình như vậy. Sự trợgiúp luôn sẵn sàng dành cho bạn, nếu bạn mở lòng ra đón nhận."
326,66,1,"Chủ đề cân bằng đặc biệt đúng với lá bài này trong một câu hỏi đề cập đến sức khỏe. Năng lượng hoạt động nhằm cân bằng các chakra (luân xa) và / hoặc cơ thể / tâm trí / tinh thần của bạn sẽ đặc biệt hiệu quả và hữu ích cho sức khỏe bạn lúc này. Liệu bạn có đang tập trung đủ cho cả ba khía cạnh trên hay chưa? Nếu chưa, vậy thì đây chính là thời điểm để bạn cân bằng lại đấy. Các lợi ích sẽ lớn hơn bất kỳ mức độ nỗ lực nào mà bạn có thể đầu tư công sức. Sức khỏe bạn sẽ gần như chắc chắn tốt hơn nhiều so với những gì bạn đang lo sợ."
327,66,2,"Thu nhập và chi tiêu của bạn đang tiến tới một trạng thái cân bằng tốt hơn. Lá bài 2 of Wands hàm ý sự công bằng và bình đẳng, nên đừng ngần ngại yêu cầu điều bạn thực sự hưởng được hoặc đáng được hưởng. Bạn sẽ cảm thấy ngạc nhiên một cách thích thú với khả năng cải thiện tình hình tài chính của bản thân."
328,66,3,"Nếu bạn đã có một mối quan hệ gắn kết, thì mối quan hệ này sẽ dần bình đẳng hơn. Hãy tập trung vào những ý tưởng về tính bình đẳng và cân bằng và chia sẻ chúng với người yêu của bạn. Nếu bạn đang tìm kiếm tình yêu, vậy thì một người nào đó có thể rất tốt với bạn sẽ có khả năng đã là một phần trong cuộc đời bạn rồi. Đừng đánh giá người khác qua vẻ bề ngoài. Nếu ai đó quan tâm đến bạn, hãy cho họ một cơ hội. Mối quan hệ này có thể là điều bạn đang tìm kiếm."
329,66,4,"Bạn sẽ kết hợp mọi thứ lại với nhau theo những phương cách mới lạ. Công việc sắp có vẻ trôi chảy hơn rất nhiều. Còn nếu bạn đang kiếm việc, thì lá bài này là thông điệp cho biết bạn sắp tìm được công việc phù hợp với mình rồi đấy. Đừng để bất kỳ ai phá hủy hay cản những bước tiến của bạn. Bạn sẽ có tổ chức hơn và cân bằng hơn những gì bạn có thể nhận thấy được về công việc."
330,66,5,Một mối quan hệ hợp tác về tình thần với một người khác có thể rất có lợi cho bạn lúc này. Hãy nhớ rằng bạn cũng luôn luôn có mối quan hệ hợp tác về tinh thần với chính mình. Nhớ dành thời gian và không gian để quan tâm cả về tinh thần và cảm xúc của chính bạn. Đây là một yếu tố cần thiết để có một mối quan hệ tinh thần thành công với những người khác. Hãy bắt đầu trước hết với bản thân mình.
331,67,1,"Các tin tức về sức khỏe có khuynh hướng sẽ rất tốt khi lá bài này xuất hiện. Các nỗ lực về sức khỏe có vẻ đang bắt đầu đơm hoa kết trái. Đừng ngần ngại xem xét những phương pháp khác để điều trị hoặc giải quyết các thách thức hiện tại về sức khỏe bản thân, tất nhiên là theo lý trí."
332,67,2,"Mọi thứ đều tăng trường xét về mặt tài chính. Công việc nặng nhọc của bạn đang trong qua trình thu hoạch thành quả cho dù bạn chưa thấy được điều này. Tuy nhiên, đừng quá hào phóng với bản thân về mặt tài chính. Hãy tiết kiệm đôi chút phòng khi khó khăn, và hãy biết san sẻ của cải của mình. Bạn có thể làm tốt hơn về mặt tài chính hơn những gì bạn đã từng mơ ước."
333,67,3,"Các mối quan hệ tình cảm của bạn đều ổn, miễn là người yêu của bạn sẵn lòng đối xử với bạn một cách bình đẳng. Nếu không, đây có thể là thời điểm để “bước qua cuộc tình” / từ bỏ tình yêu sau khi bạn đã giải thích mọi chuyện rõ ràng. Nếu gần đây bạn gặp một người mới, thì lá bài này cho bạn biết rằng người ấy đánh giá bạn khá cao. Và nếu bạn đang tìm kiếm tình yêu nhưng cảm thấy chưa có bất kỳ triển vọng nào, thì thực tế bạn có lẽ đang tiêu tốn quá nhiều thời gian và nỗ lực cho sự nghiệp, công việc của mình. Hãy suy nghĩ về việc cho phép bản thân thêm thời giạn để tận hưởng cuộc sống cá nhân."
334,67,4,"Khi lá 3 of Wands xuất hiện trong bối cảnh câu hỏi về công việc, nó cho bạn biết rằng bạn có quyền tự hào vì được đánh giá cao về hiệu quả công việc, ngay cả khi bạn chưa hoàn toàn thấy được những phần thưởng như bạn mong đợi từ sự nhìn nhận này. Nếu bạn đang tìm kiếm công việc, bạn sẽ sớm tìm được một vị trí tốt hơn là bạn đang mong đợi. Hãy giữ đầu ngẩng cao và luôn biết rằng bạn có nhiều điều để thể hiện."
335,67,5,"Bạn ít nhất đã trường thành ở mức độ nào đó, và có tầm nhìn hiểu biết sâu sắc về tinh thần. Ngay cả khi đã được như vậy, bạn vẫn cần nhận biết rằng nếu bạn biết tập trung hoàn toàn, thì bạn sẽ lớn dần thêm xét về mặt tinh thần, và do đó, quan điểm tinh thần của bạn có thể thay đổi và phát triển theo thời gian. Đừng e ngại sự thay đổi và những thông tin mới."
336,68,1,"Nếu bạn đang chờ đợi kết quả xét nghiệm, bạn có thể sớm vui mừng vì những thông tin trong đó sẽ rất tích cực. Nếu có điều gì đó về sức khỏe đang làm phiền lòng bạn, và bạn chưa thể tìm ra giải pháp, thì hãy biết rằng luôn có sự giúp đỡ dành cho bạn. Hãy kiên trì thử tìm kiếm chúng!"
337,68,2,"Vấn đề tài chính của bạn có vẻ đang tiến triển tốt. Tuy nhiên, đây thực chất là kết quả của quá trình làm việc chăm chỉ của bạn từ trước đến nay, chứ không đơn thuần và may mắn như trúng vé số. Hãy luôn tin tưởng vào bản thân và giữ nghị lực. Bạn sẽ nhận được phần thưởng xứng đáng."
338,68,3,"Xét về tình yêu, lá bài này có thể hàm ý rằng mối quan hệ của bạn sắp đến được giai đoạn cam kết trọn vẹn, và có thể là một al1 bài tiềm năng cho một sự kiện cưới hỏi. Nếu bạn đang tìm kiếm tình yêu, lá bài cho thấy rằng những sự kiện đặc biệt (như đám cưới, tiệc tùng, lễ kỷ niệm) là những dịp và địa điểm rất tốt để bạn gặp gỡ một ai đó đặc biệt. Nếu bạn được mời đến một sự kiện giống như vậy, và bản thân đang chưa có người yêu, vậy thì hãy cố gắng tham gia và ghi điểm nhé."
339,68,4,"Mọi khía cạnh nhiều khả năng sẽ rất tốt đối với bạn xét về công việc. Tuy vậy, dù là bất kỳ việc gì bạn làm, cũng đừng nên ăn mừng thành công ban đầu vội hay rơi vào cảm giác giống như mọi chuyện đã và sẽ diễn ra thật dễ dàng. Tất nhiên bạn đã gặt được thành công và sự công nhận nhưng đừng quên rằng bạn sẽ phải tiếp tục cố gắng để giữ vị trí và tiếp tục phát triển mở rộng bản thân mình."
340,68,5,"Nếu bạn bè và gia đình của bạn không chấp nhận vấn đề tinh thần của bạn, thì cũng đừng để điều đó làm phiền lòng bạn. Bạn có lý do để nhìn nhận mọi việc như vậy. Hãy mở lòng để xem xét những lời khuyên của người khác, nhưng hãy biết rằng cuối cùng bạn phải (và có quyền để) quyết định suy nghĩ của chính mình."
341,69,1,"Bạn có thể cảm thấy nản chí trong việc tìm kiếm những câu trả lời về sức khỏe của mình. Nếu bạn đang bị kẹt trong một vấn đề nào đó về sức khỏe, thì cần nhớ rằng việc quá vội vàng có thể không phải là phản ứng tốt nhất vào lúc này. Đôi khi giải pháp tốt nhất là lách qua những khó khăn. Ít nhất hãy cho bản thân mình nghỉ ngơi trong vòng vài giờ. Bạn vẫn còn những giờ khác để sử dụng cho các mối lo nghĩ. Thực tế nhiều khả năng là bạn đang làm việc quá sức, và điều đó sẽ ảnh hưởng xấu đến sức khỏe của bạn đấy."
342,69,2,"Dù có thể bạn đang có cảm giác rằng tình hình tiền bạc đang eo hẹp, nhưng hãy thử phân tích tình cảnh tài chính của bạn một cách điềm tĩnh. Bạn có lẽ không thể đáp ứng được mọi nghĩa vụ của mình ngay lúc này, nhưng điều đó không có nghĩa rằng bạn sẽ không bao giờ có thể đáp ứng được chúng. Hãy làm những gì bạn có thể, và luôn thành thật với hoàn cảnh. Mọi thứ sẽ sớm tốt đẹp hơn về mặt tài chính, nhiều khả năng chỉ trong một vài tuần nữa thôi."
343,69,3,Người bạn đang để mắt đến có thể đang bị theo đuổi bởi những kẻ khác. Ngay cả như vậy thì bạn cũng hãy cố gắng hết sức mình. Bạn cần biết rằng bạn đã làm tất cả những gì có thể cho mối quan hệ này. Lá bài này cũng có ý nghĩa khác rằng bạn sẽ được theo đuổi bởi một hay vài người lãng mạn khác đấy.
344,69,4,"Hãy nhận thức rằng bạn đang đối mặt với việc cạnh tranh, nhưng nếu bạn gặp may mắn, bạn có thể sẽ thành công. Cách duy nhất để bạn chắc chắn gặp thất bại là không dám thử. Hãy cạnh tranh một cách công bằng cho dù mọi người xung quanh bạn không làm vậy. Người chơi xấu dường như sẽ thắng thế trong ngắn hạn, nhưng như Gandhi đã nói, loại chiến thắng ấy sẽ không bao giờ tồn tại mãi mãi."
345,69,5,"Sẽ không dễ phát triển tinh thần nếu bạn đang thiếu định hướng. Hãy dành thời gian để nghỉ ngơi, đừng làm gì hết vào lúc này. Hãy tạo ra khoảng không gian cho bản thân mình tĩnh tâm và lắng nghe âm thanh từ môi trường xung quanh. Cuộc sống không phải lúc nào cũng cần đến bon chen, tranh đấu. Mọi người đôi lúc cần không gian riêng để được là chính mình. Hãy trao cho bản thân mình món quà mang tên thời gian và không gian, và từ đó bạn sẽ thấy và cảm nhận được sự phát triển về tinh thần."
346,70,1,"Nếu bạn đang lo lắng về sức khỏe, thì hãy thư giãn đi. Mọi thứ sẽ không xấu hay tệ hại đối với bạn hoặc người mà bạn nhờ giải bài sức khỏe giúp. Chỉ cần cố gắng duy trì được sức mạnh tinh thần tiềm ẩn và điều đó sẽ giúp duy trì sức khỏe tốt cho người mà bạn đang hỏi. Hãy vững tin."
347,70,2,"Mọi thứ sẽ tốt lên rất nhiều về mặt tài chính. Bất kế điều gì đang xảy ra xung quanh bạn, mọi thứ sẽ luôn diễn biến rất tốt với bạn. Tuy nhiên, hãy thận trọng trong cách hành động liên quan đến bất kỳ món lợi tài chính nào. Đặc biệt trong những ngày này, điều quan trọng là bạn nên chuẩn bị trước cho mình các khoản dự phòng để phòng những thời điểm khó khăn. Tuy vậy, bạn có thể kỳ vọng tình hình tài chính của bản thân sẽ còn tiếp tục tăng trưởng."
348,70,3,"Trong một mối quan hệ đã gắn kết, lá bài này hàm ý rằng mọi thứ đang tiến triển tốt. Bất chợt bạn có thể sẽ nhận ra ở chính mình cảm giác gần gũi hơn và hạnh phúc hơn với đối phương – người yêu của mình so với trước đây. Nếu bạn không được hấp dẫn hay đủ tự tin, thì sự xuất hiện của lá bài này có thể hàm ý rằng bạn sắp bước vào một mối quan hệ với một ai đó mà bạn đang mong đợi. Đây là một dấu hiệu rất tích cực."
349,70,4,"Nếu bạn đang tìm kiếm một vị trí công việc mới, thì lá bài này là một dấu hiệu rất tích cực. Bạn sẽ tìm thấy một điều gì đó tốt hơn so với điều bạn đang hi vọng. Nếu bạn hiện đang làm việc tại một ví trí đáng mong muốn thì mọi chuyện sắp tới sẽ còn tốt hơn những gì bạn đã từng mong đợi. Những nỗ lực của bạn đang được đánh giá cao. Hãy tiếp tục phát huy những thành quả trong công việc bạn đang làm."
350,70,5,"Về tinh thần, lá bài 6 of Wands có thể hàm ý về việc tận hưởng niềm vui từ sâu thẳm tâm hồn và tình yêu cuộc sống. Bạn đã đi đúng hướng rồi. Hãy tận hưởng niềm vui đang lan tỏa sâu bên trong mình, và chia sẻ cho những người khác. Thế giới cần những món quà mà chỉ có bạn mới có thể trao được."
351,71,1,"Bạn có thể đang lo lắng một cách không cần thiết về sức khỏe của mình. Thậm chí khi đối mặt với các thử thách sức khỏe nghiêm trọng, thì việc giữ vững một thái độ tích cực vẫn có thể tạo nên những điều kỳ diệu. Nếu bạn nghi ngờ rằng thể chất của mình đang có vấn đề, vậy thì hãy nhờ một chuyên gia sức khỏe kiểm tra giúp bạn. Nếu vị bác sĩ quen thuộc không kiểm tra hay chẩn đoán ra vấn đề bạn đang nghi ngờ, hãy xem xét liệu có chuyên gia nào khác có thể hỗ trợ bạn không. Hãy tin vào bản năng của mình."
352,71,2,"Khi lá bài này xuất hiện trong trải bài về tài chính, bạn có thể kỳ vọng về một sự tăng trưởng. Ví dụ bạn sẽ nhận được khoản tiền thưởng mà bạn không ngờ tới, hoặc khám phá ra rằng một số thứ bạn đang sở hữu có giá trị hơn những gì bạn nghĩ. Về ngắn hạn tình hình tiền bạc của bạn sẽ có sự gia tăng. Hãy suy xét về cách bạn sử dụng và đầu tư số tiền này. Hãy suy nghĩ về dài hạn."
353,71,3,"Nếu bạn đang trong một mối quan hệ gắn bó và hai bên đã cam kết tương lai, đừng ngần ngại nói ra suy nghĩ của mình với người yêu. Điều này sẽ cải thiện được mối quan hệ của bạn miễn là bạn thận trọng trong cách thể hiện suy nghĩ của mình. Nếu bạn đang tìm kiếm nửa còn lại, thì lá bài này có thể hàm ý rằng bạn sắp gặp một ai đó mới ở cách xa nơi bạn hay thường lui tới. Đôi khi hãy thử một điều gì đó mới mẻ."
354,71,4,"Nếu bạn đã từng muốn tự thân vận động, tự mình thuê mình, thì đây là lúc để suy nghĩ kỹ về điều này. Bạn có đủ điều khiện để tạo dựng sự nghiệp cho riêng mình, nếu bạn quyết tâm dành thời gian và nỗ lực thì điều đó sẽ xảy ra thôi. Tuy nhiên, hãy lý trí! Nếu bạn có thể bắt đầu công việc kinh doanh của mình trong khi vẫn có thể thu xếp đi làm ở một nơi khác, vậy thì hãy làm điều đó một cách hợp lý."
355,71,5,"Bằng cách đối đầu với nỗi sợ hãi và xoay chuyển chúng thành điều thuận lợi, bạn sẽ trở nên mạnh mẽ hơn và sẵn sàng đương đầu với những trở ngại tiếp theo trong hành trình của mình. Thật vậy, không có sự dũng cảm nào lại thiếu đi nỗi sợ, yếu tố truyền cảm hứng cho lòng can đảm. Nỗi sợ đó không còn không chế bạn nữa. Nếu một cơ hội đang kêu gọi bạn, hãy gạt lo lắng qua một bên và tự tin nắm bắt lấy nó. Nếu bạn cảm thấy đây là thời điểm tốt để tiến đến giấc mơ của mình, hãy quên đi sự ngần ngại và không để bất kỳ điều gì cản trở bạn. Trong ngắn hạn, cho dù các mục tiêu và kỳ vọng của bạn có là gì đi nữa thì cũng hãy hành động để đạt được chúng."
356,72,1,"Có thể bạn đang cảm thấy lo lắng nếu đang trong giai đoạn chờ đợi kết quả khám bệnh hoặc thông tin về một vấn đề sức khỏe mà bạn đang quan tâm. Hãy dành nhiều thời gian để suy nghĩ về những điều tích cực, và hãy biết rằng sẽ cần thêm thời gian để bạn có thể hiểu rõ nhất tình trạng sức khỏe của mình. Hãy tự động viên bản thân, đặt câu hỏi, nói với chính mình về những điều tốt đẹp nhiều nhất có thể. Bác sỹ của bạn vẫn còn nhiều bệnh nhân khác phải chăm sóc. Còn bạn chỉ có chính bản thân mình. Hãy tích cực lên, mọi chuyện rồi sẽ ổn thôi!"
357,72,2,"Có nhiều thứ liên quan đến tình hình tài chính của bạn hiện không mấy tiến triển. Đây không phải là thời điểm tốt để đầu tư có tính toán, trừ khi bạn đã nhìn nhận và xây dựng kế hoạch theo hướng rất lâu dài. Mọi thứ đang trong dòng chảy bất biến. Hãy tiết kiệm tiền bạc, xem xét thói quen chi tiêu của bạn. Tính kiên nhẫn là điều cần thiết ở bạn lúc này."
358,72,3,"Trong vấn đề tình cảm, khi lá bài 8 of Wands xuất hiện, nhiều khả năng là bạn đang cảm thấy bản thân mình đã sẵn sàng cho một bước tiến triển mới trong quan hệ tình cảm hiện tại (như hôn nhân), trong khi thực tế bạn dường như vẫn chưa sẵn sàng đâu. Đừng thúc ép người khác trước khi họ sẵn sàng. Bạn không thể có được những gì mình cần bằng cách ép buộc. Hãy biết phân tán bản thân nếu cần thiết, và người bạn yêu có thể sẽ tìm đến bạn khi bạn chưa kịp biết, trao đến bạn chiếc chìa khóa bước vào trái tim của người ấy mà bạn đang hy vọng, mà không tốn nhiều công sức."
359,72,4,"Bạn có lẽ đang chờ đợi những quyết định được đưa ra bởi người khác. Khả năng rất lớn là kết quả sẽ rất tích cực, tuy nhiên cũng đừng quá thúc ép mọi người trước khi họ sẵn sàng. Hãy kiên nhẫn. Tình trạng đình trệ sẽ sớm chấm dứt, nhưng sớm hay muộn không phụ thuộc vào bạn."
360,72,5,"Đối với hầu hết chúng ta, tính kiên nhẫn có thể là bài học tinh thần khó đạt được. Tuy nhiên, khi lá bài này xuất hiện, đây là dấu hiệu rõ ràng rằng tĩnh tâm và kiên nhẫn là hai vấn đề bạn cần lấy làm nền tảng. Việc thiền định sẽ có ích với bạn lúc này. Nhưng nếu bạn không thể ngồi yên và thiền trong hai mươi phút, không sao cả, hãy bắt đầu với ba mươi giây. Sự yên bình sẽ thường làm tâm được tĩnh. Hãy tìm kiếm cảm giác đó."
361,73,1,"Lo lắng, stress, và băn khoăn có thể gây ảnh hưởng đáng kể đến cuộc sống của bạn ở thời điểm hiện tại. Hãy đảm bảo rằng bạn đang đối xử với bản thân mình theo cách tốt nhất có thể. Hãy cân bằng giữa việc tập luyện thể thao, ăn uống và nghỉ ngơi phù hợp. Các bài tập hít thở và thiền sẽ đặc biệt hữu ích với bạn lúc này. Nếu bạn đang chờ đợi các kết quả khám bệnh, đừng lo lắng quá nhiều, và nhớ rằng bạn vẫn còn rất nhiều thứ khác phải lo. Hãy tập trung vào những điều tích cực. Nếu cần hãy viết ra những điều bạn cảm thấy mình may mắn có được. Hãy khởi tạo những mối quan hệ với những người tích cực xung quanh. Bạn sẽ sớm có được câu trả lời mà bạn tìm kiếm."
362,73,2,"Về vấn đề tài chính, việc lo lắng sẽ không giải quyết được vấn đề. Hãy thử  bình tĩnh và giải quyết hoàn cảnh và thực hiện những hướng hành động tiềm năng một cách có tính toán. Hãy đi từng bước nhỏ một. Hãy xem xét những cách thức mà bạn có thể áp dụng để tăng được thu nhập của mình, kể cả khi chỉ tăng đôi chút."
363,73,3,"Trong vấn đề tình cảm, một điều rất quan trọng cần nhớ là không có bất kỳ mối quan hệ nào trên thế giới có thể “yên ổn” một cách bất biến. Hãy thử cho người yêu của bạn nhiều không gian hơn. Còn nếu bạn chưa có người yêu, và đang khao khát yêu đương và được yêu, thì hãy hiểu rằng thời điểm này chưa phù hợp cho bạn. Liệu có điều gì đó về bản thân vạn mà bạn muốn thay đổi không? Cần biết đây là thời điểm tốt để kiểm soát lại toàn bộ xúc cảm của bản thân bạn, để khi bạn sẵn sàng cho một mối quan hệ mới, người mà bạn đang thu hút vào cuộc sống của bạn cũng có trọn vẹn cảm xúc hạnh phúc trước tình yêu mới – là bạn. Đừng quá nóng vội!"
364,73,4,"Có thể có đôi chút căng thẳng trong công việc của bạn khi lá bài này xuất hiện. Đừng khiến cho tình hình căng thẳng trở nên nghiêm trọng thêm; hãy suy nghĩ thật kỹ trước khi nói, giữ sự điềm tĩnh cao nhất có thể ở bề ngoài. Hãy làm rõ những điều mà bạn có thể và không thể kiếm soát được và sau đó cố gắng làm cho đầu óc thoải mái một chút. Hãy giải quyết hết sức mình những vấn đề mà bạn có thể kiểm soát được, và rồi mọi chuyện sẽ lại ổn thôi. Nếu bạn đang tự hỏi liệu mình có thể bị mất việc hay không, thì khi lá bài này xuất hiện, câu trả lời có thể là có. Đó là một lời cảnh báo trước để bạn chuẩn bị tinh thần đề phòng. Một khi điều đó xảy ra, bạn sẽ làm gì?"
365,73,5,"Hiện tại, bạn có thể chưa thực sự sẵn sàng để khắt khe và đề ra kỷ luật cho bản thân, tuy vậy, đây là thời điểm mà việc giữ cững kỷ luật sẽ giúp bạn đạt được những mục tiêu tinh thần của mình. Hãy biết tập trung, sống có kế hoạch, và đặt ra các yêu cầu cho bản thân ở mức độ cao hơn về các khía cạnh nghiên cứu và cam kết thuộc về tâm linh. Bạn đang có sức mạnh tiềm ẩn bên trong để đạt được bất kỳ điều gì bạn muốn."
366,74,1,"Sự căng thẳng có thể ảnh hưởng nghiêm trọng đến cơ thể của bạn, nhưng có nhiều phương án để bạn có thể đối phó với stress. Trước tiên, hãy giữ một tâm thế bình tĩnh. Sau đó, hãy đảm bảo rằng bạn được nghỉ ngơi và ngủ đủ giấc. Tiếp theo hãy xem xét bổ sung thêm dinh dưỡng nếu bạn thấy cần thiết, vì căng thẳng một phần là do cơ thể bạn thiếu vitamin. Nếu tình trạng mệt mỏi và mất ngủ và các vấn đề thể chất cứ tiếp tục dai dẳng, hay tìm cách chữa trị – ngay cả khi bạn không có nhiều tiền và không có bảo hiểm y tế, bạn vẫn có đó rất nhiều sự giúp đỡ sẵn sàng dành cho bạn. Hãy biết tìm kiếm."
367,74,2,"Có lẽ bạn đang cảm thấy quá áp lực và căng thẳng về vấn đề tiền bạc khi lá bài này xuất hiện trong ngữ cảnh câu hỏi về tài chính. Tốt nhất là bạn nên xem xét hoàn cảnh của mình một cách điềm tĩnh và bình thản, và lập ra một kế hoạch. Một người khôn ngoan sẽ luôn “mong đợi điều tốt nhất, nhưng có kế hoạch cho điều tồi tệ nhất”. Bạn nên làm cả hai điều này ngay. Việc né tránh các vấn đề sẽ không khiến chúng biến mất. Hãy là một người sáng tạo trong cách giải quyết vấn đề của bản thân, và đừng ngần ngại yêu cầu sự giúp đỡ nếu bạn cần."
368,74,3,"Sự xuất hiện của lá 10 of Wands thường biểu hiện một thời điểm khó khăn trong một mối quan hệ. Khó khăn này có thể xuất phát từ việc người yêu của bạn đang trải qua một giai đoạn xấu vốn không ảnh hưởng gì đến mối quan hệ của bạn nhưng lại rất cần sự hỗ trợ của bạn. Tuy nhiên, thường thì khó khăn này cũng hàm ý rằng có một điều gì đó trong mối quan hệ của hai bạn hiện đang cần được xem xét, nhìn nhận, và cân nhắc lại. Sẽ không ai trong hai bạn có lợi nếu giả vờ như không có rắc rối gì đang xảy ra. Nếu bạn vẫn còn đang loay hoay tìm kiếm tình yêu, đừng nản chí. Thời điểm này cuối cùng rồi cũng sẽ đến, nhưng có lẽ đây là thời điểm tốt để bạn dừng cuộc tìm kiếm của mình lại và đơn giản là cho phép bản thân mình thư giãn, và đợi tín hiệu phản hồi lại."
369,74,4,"Hiện tại khối lượng công việc của bạn có thể đang ở mức quá nặng đến mức phi thực tế. Đừng ngần ngại yêu cầu sự giúp đỡ hoặc đặt câu hỏi, và nếu người giám sát bạn hoặc đồng nghiệp của bạn đưa ra một yêu cầu mới vượt mức giới hạn của bạn, hãy hỏi họ điều gì bạn có thể ngưng lại hay không làm để dành thời gian cho yêu cầu mới này? Nếu bạn đang tìm kiếm một vị trí công việc mới mà chưa thành công, thì đừng vội nản chí. Hãy tiếp tục cố gắng, và bạn sẽ không thất bại."
370,74,5,"Đừng e ngại kêu gọi sự hỗ trợ nếu bạn thấy cần. Tuy nhiên, bạn cũng nên học cách dừng lại khi cần, và biết khi nào cần giải thoát bản thân khỏi các gánh nặng của mình. Hãy chăm sóc tốt cho bản thân bằng mọi cách là nhiệm vụ đặc biệt quan trọng vào lúc này."
